	Energy (keV)	Breast Thickness (cm)	Compression-Distance(cm)	Kerma(mGy/hist)	Error(mGy/Hist)
2305	30.75	10.0	5	1.431266604976398e-12	1.672060809215003e-15
2306	31.25	8.0	5	1.293706759533821e-12	2.016830313144354e-15
2307	31.25	10.0	5	1.389802874277316e-12	3.469994810247207e-15
2308	31.75	8.0	5	1.257284288292203e-12	1.417951496319203e-15
2309	31.75	10.0	5	1.350435810132965e-12	3.298474772319696e-15
2310	32.25	8.0	5	1.220843297598366e-12	3.130851760217684e-15
2311	32.25	10.0	5	1.312403469366357e-12	3.315271905701133e-15
2312	32.75	8.0	5	1.187645856678788e-12	1.488264527600266e-15
2313	32.75	10.0	5	1.275900306225787e-12	1.535946094093372e-15
2314	33.25	8.0	5	1.155463017177177e-12	2.497202008274368e-15
2315	33.25	10.0	5	1.245097165914451e-12	2.474115304307935e-15
2316	33.75	8.0	5	1.126546215356092e-12	4.360047778169121e-15
2317	33.75	10.0	5	1.209271285597869e-12	7.333157610530141e-15
2318	34.25	8.0	5	1.093094793377518e-12	2.818086329875454e-15
2319	34.25	10.0	5	1.176437619632582e-12	2.919575736532666e-15
2320	34.75	8.0	5	1.069258935554363e-12	1.908388921114822e-15
2321	34.75	10.0	5	1.149526209923151e-12	4.107003207743755e-15
2322	35.25	8.0	5	1.042158362868701e-12	1.61224981596899e-15
2323	35.25	10.0	5	1.121793330226029e-12	2.723925667206009e-15
2324	35.75	8.0	5	1.019507749987527e-12	2.671410813198921e-15
2325	35.75	10.0	5	1.092564343353261e-12	1.879846189816253e-15
2326	36.25	8.0	5	9.923502961271938e-13	1.171602623723659e-15
2327	36.25	10.0	5	1.068270790496708e-12	2.20428322917853e-15
2328	36.75	8.0	5	9.708042362890487e-13	1.616662578901719e-15
2329	36.75	10.0	5	1.041425521688057e-12	3.112493062930489e-15
2330	37.25	8.0	5	9.48783284783302e-13	5.004486123638757e-15
2331	37.25	10.0	5	1.020490603773121e-12	2.970627140636627e-15
2332	37.75	8.0	5	9.274118369232168e-13	4.574159075995152e-15
2333	37.75	10.0	5	9.968068700217608e-13	2.37767967736781e-15
2334	38.25	8.0	5	9.093170092877807e-13	1.540419922569979e-15
2335	38.25	10.0	5	9.760201077245722e-13	3.188225966748191e-15
2336	38.75	8.0	5	8.883754772827664e-13	2.011279723757599e-15
2337	38.75	10.0	5	9.54934388555857e-13	3.730904660004931e-15
2338	39.25	8.0	5	8.736353161349e-13	2.080030275562139e-15
2339	39.25	10.0	5	9.366675945783926e-13	3.589272758603365e-15
2340	39.75	8.0	5	8.561794096010001e-13	2.782734174316727e-15
2341	39.75	10.0	5	9.191587753238685e-13	3.403721886868699e-15
2342	40.25	8.0	5	8.399047795550339e-13	3.049514533019714e-15
2343	40.25	10.0	5	9.014528561850197e-13	2.1146560688075e-15
2344	40.75	8.0	5	8.229224418707202e-13	1.95766817180703e-15
2345	40.75	10.0	5	8.844440621403938e-13	1.730391589621862e-15
2346	41.25	8.0	5	8.095289094627377e-13	3.868643348590627e-15
2347	41.25	10.0	5	8.711603236277064e-13	3.425582773620316e-15
2348	41.75	8.0	5	7.949355811146031e-13	2.80046249611846e-15
2349	41.75	10.0	5	8.542639691144067e-13	3.444541912593518e-15
2350	42.25	8.0	5	7.829971485237843e-13	3.471047586293619e-15
2351	42.25	10.0	5	8.389457364937216e-13	1.669457828475948e-15
2352	42.75	8.0	5	7.675016582890084e-13	1.835354580463515e-15
2353	42.75	10.0	5	8.272824500501482e-13	3.35530766615367e-15
2354	43.25	8.0	5	7.579866283027745e-13	3.537537241498006e-15
2355	43.25	10.0	5	8.127076411542321e-13	2.283358118080464e-15
2356	43.75	8.0	5	7.453312283474987e-13	3.701401449697814e-15
2357	43.75	10.0	5	8.014504598414488e-13	3.328953121746685e-15
2358	44.25	8.0	5	7.34695771502049e-13	2.563090220828584e-15
2359	44.25	10.0	5	7.883704353031645e-13	7.577242002924944e-16
2360	44.75	8.0	5	7.2435794871011e-13	3.617830611293794e-15
2361	44.75	10.0	5	7.78033935329241e-13	9.261691230324144e-16
2362	45.25	8.0	5	7.139367883831878e-13	1.933308372848411e-15
2363	45.25	10.0	5	7.680149116790624e-13	2.547242405315082e-15
2364	45.75	8.0	5	7.05318629011533e-13	2.447827706672369e-15
2365	45.75	10.0	5	7.544719008353168e-13	3.816260662084206e-15
2366	46.25	8.0	5	6.945680869987258e-13	1.747195741931872e-15
2367	46.25	10.0	5	7.458471273735839e-13	1.760814715891554e-15
2368	46.75	8.0	5	6.902279210895317e-13	2.97354582332096e-15
2369	46.75	10.0	5	7.395491908012972e-13	3.978537864323922e-15
2370	47.25	8.0	5	6.806202938422057e-13	2.31448802583007e-15
2371	47.25	10.0	5	7.317154625128951e-13	2.38385117416303e-15
2372	47.75	8.0	5	6.716476192423693e-13	2.463324416770557e-15
2373	47.75	10.0	5	7.223525565984555e-13	1.84789612179956e-15
2374	48.25	8.0	5	6.645573146787361e-13	4.292468705362575e-15
2375	48.25	10.0	5	7.110966981036878e-13	1.924668240547001e-15
2376	48.75	8.0	5	6.549205854350667e-13	1.438994975611534e-15
2377	48.75	10.0	5	7.055659959804509e-13	2.403672083302807e-15
2378	8.25	2.0	10	2.54128950049959e-12	2.871991149946818e-15
2379	8.25	4.0	10	2.769236178130318e-12	7.75463721541217e-15
2380	8.25	6.0	10	3.025308612408801e-12	1.069844312063536e-14
2381	8.25	8.0	10	3.304076635380989e-12	9.592548469404319e-15
2382	8.25	10.0	10	3.619477457659275e-12	5.360058381584165e-15
2383	8.75	2.0	10	3.1154705655343e-12	2.998097116448884e-15
2384	8.75	4.0	10	3.384137550139341e-12	9.296680564734496e-15
2385	8.75	6.0	10	3.679047921355934e-12	5.811750431738904e-15
2386	8.75	8.0	10	4.006227115245152e-12	9.33994242978253e-15
2387	8.75	10.0	10	4.379884842930603e-12	1.153854253430384e-14
2388	9.25	2.0	10	3.601849584783347e-12	4.476441964369305e-15
2389	9.25	4.0	10	3.881227426860728e-12	8.60908013879738e-15
2390	9.25	6.0	10	4.229244972949741e-12	6.904305153538972e-15
2391	9.25	8.0	10	4.570885213385535e-12	1.42334027609875e-14
2392	9.25	10.0	10	4.985603212275309e-12	8.197468128277868e-15
2393	9.75	2.0	10	3.957774936969638e-12	3.185888852420152e-15
2394	9.75	4.0	10	4.271826484872009e-12	8.416472496637434e-15
2395	9.75	6.0	10	4.622645759518072e-12	1.487527125360373e-14
2396	9.75	8.0	10	5.018567837224142e-12	1.140873966455264e-14
2397	9.75	10.0	10	5.450592264212052e-12	1.978846146667441e-14
2398	10.25	2.0	10	4.201379811451061e-12	1.753113150615176e-14
2399	10.25	4.0	10	4.537899423348453e-12	3.131814418574284e-15
2400	10.25	6.0	10	4.903480024230631e-12	9.391984559600064e-15
2401	10.25	8.0	10	5.301801693817005e-12	4.883092117988938e-15
2402	10.25	10.0	10	5.776600764157462e-12	1.69868445043646e-14
2403	10.75	2.0	10	4.375503669662926e-12	8.595962569995824e-15
2404	10.75	4.0	10	4.704246434446587e-12	1.563996518305739e-14
2405	10.75	6.0	10	5.070103504294027e-12	1.189351820361315e-14
2406	10.75	8.0	10	5.491030810949042e-12	2.906728975621788e-14
2407	10.75	10.0	10	5.94045823175023e-12	6.639931554209089e-15
2408	11.25	2.0	10	4.435948516067898e-12	1.560377560506387e-14
2409	11.25	4.0	10	4.773046199438109e-12	1.988607424084043e-14
2410	11.25	6.0	10	5.161007558326278e-12	1.841942415351682e-14
2411	11.25	8.0	10	5.564460438995176e-12	1.739206060682979e-14
2412	11.25	10.0	10	6.022115787853416e-12	7.700618942687616e-15
2413	11.75	2.0	10	4.45144268348466e-12	1.154471040815278e-14
2414	11.75	4.0	10	4.778386415767099e-12	9.313418959158743e-15
2415	11.75	6.0	10	5.147594183648062e-12	7.112224687609953e-15
2416	11.75	8.0	10	5.539895708445424e-12	1.526690933867265e-14
2417	11.75	10.0	10	6.006665273431171e-12	6.506525741221456e-15
2418	12.25	2.0	10	4.416522933508765e-12	7.49844305391521e-15
2419	12.25	4.0	10	4.731185623334345e-12	1.434805214128488e-14
2420	12.25	6.0	10	5.090583372811595e-12	9.87791959763295e-15
2421	12.25	8.0	10	5.483054218314955e-12	4.022642968278002e-15
2422	12.25	10.0	10	5.945074866624685e-12	9.700637387940096e-15
2423	12.75	2.0	10	4.325942969890337e-12	2.379375912213429e-14
2424	12.75	4.0	10	4.647760782362315e-12	2.164429207596121e-14
2425	12.75	6.0	10	4.994365558810664e-12	7.722765199910144e-15
2426	12.75	8.0	10	5.377863729714189e-12	2.17027529426846e-14
2427	12.75	10.0	10	5.816205935544622e-12	9.494786820085855e-15
2428	13.25	2.0	10	4.22810867227434e-12	1.483009706020258e-14
2429	13.25	4.0	10	4.531549896873557e-12	4.006566614048618e-15
2430	13.25	6.0	10	4.857154937324207e-12	1.182025254973833e-14
2431	13.25	8.0	10	5.230011037292204e-12	4.833092381733087e-15
2432	13.25	10.0	10	5.653777111408704e-12	8.605870805314975e-15
2433	13.75	2.0	10	4.090960223234615e-12	7.90742032126484e-15
2434	13.75	4.0	10	4.39310905463259e-12	6.901989817364369e-15
2435	13.75	6.0	10	4.71211852445744e-12	1.24700083489096e-14
2436	13.75	8.0	10	5.077135604864972e-12	6.118465427457509e-15
2437	13.75	10.0	10	5.469058803709874e-12	2.442417406447297e-14
2438	14.25	2.0	10	3.962123039786926e-12	9.631373444421118e-15
2439	14.25	4.0	10	4.242999634675985e-12	1.475970505588048e-14
2440	14.25	6.0	10	4.548947599414771e-12	1.031482551408726e-14
2441	14.25	8.0	10	4.894523223446982e-12	8.730093678775434e-15
2442	14.25	10.0	10	5.278658992634026e-12	1.138399804752722e-14
2443	14.75	2.0	10	3.812332418972082e-12	1.273144749667865e-14
2444	14.75	4.0	10	4.081726953485705e-12	1.114683414968193e-14
2445	14.75	6.0	10	4.372978410071139e-12	1.190074127725789e-14
2446	14.75	8.0	10	4.707800846454512e-12	6.181041534043658e-15
2447	14.75	10.0	10	5.078648908674823e-12	6.532885396217694e-15
2448	15.25	2.0	10	3.653427582029732e-12	7.053177669251986e-15
2449	15.25	4.0	10	3.915401107475822e-12	6.738930945065545e-15
2450	15.25	6.0	10	4.203024074244456e-12	6.075441101276704e-15
2451	15.25	8.0	10	4.525730820422918e-12	5.733934197317907e-15
2452	15.25	10.0	10	4.86136943552192e-12	1.398033953052465e-14
2453	15.75	2.0	10	3.513993303459045e-12	5.451923265592279e-15
2454	15.75	4.0	10	3.754120489377447e-12	1.227168778844817e-14
2455	15.75	6.0	10	4.028290396927398e-12	9.570116035533078e-15
2456	15.75	8.0	10	4.33403200205575e-12	7.644620896725581e-15
2457	15.75	10.0	10	4.660854035080755e-12	1.514687788190444e-14
2458	16.25	2.0	10	3.363240993946857e-12	1.258392395726049e-14
2459	16.25	4.0	10	3.599021399865988e-12	4.395949374015005e-15
2460	16.25	6.0	10	3.85589413904391e-12	6.784436182828672e-15
2461	16.25	8.0	10	4.145391538940655e-12	1.092139788635552e-14
2462	16.25	10.0	10	4.443112898440406e-12	7.779114144530664e-15
2463	16.75	2.0	10	3.220944137190405e-12	4.602401800435871e-15
2464	16.75	4.0	10	3.445612871778469e-12	4.194153426770374e-15
2465	16.75	6.0	10	3.688805027039024e-12	1.504006085691409e-14
2466	16.75	8.0	10	3.962612482452699e-12	5.634741844658236e-15
2467	16.75	10.0	10	4.274204911664065e-12	1.023172591429663e-14
2468	17.25	2.0	10	3.078226624304992e-12	9.282941816496069e-15
2469	17.25	4.0	10	3.295029882972278e-12	3.544339741516362e-15
2470	17.25	6.0	10	3.528503294272196e-12	4.933354805132303e-15
2471	17.25	8.0	10	3.78251477808237e-12	5.223255437391573e-15
2472	17.25	10.0	10	4.079849874721564e-12	8.286106567572714e-15
2473	17.75	2.0	10	2.950579977071345e-12	3.864851991195097e-15
2474	17.75	4.0	10	3.146128195863919e-12	1.368346383238858e-15
2475	17.75	6.0	10	3.379542080353136e-12	8.40003549848325e-15
2476	17.75	8.0	10	3.6217685784623e-12	2.126908733388636e-15
2477	17.75	10.0	10	3.892073211770658e-12	9.58127026982961e-15
2478	18.25	2.0	10	2.81828494733087e-12	1.073706147244806e-14
2479	18.25	4.0	10	3.011298646805548e-12	5.832512295624731e-15
2480	18.25	6.0	10	3.21859613521271e-12	8.208365659497314e-15
2481	18.25	8.0	10	3.467660279644527e-12	8.953059962945456e-15
2482	18.25	10.0	10	3.718318419785147e-12	8.650269545805125e-15
2483	18.75	2.0	10	2.692227004533962e-12	4.404019910967508e-15
2484	18.75	4.0	10	2.877018067223652e-12	3.111450942146448e-15
2485	18.75	6.0	10	3.080090474888977e-12	6.514703288821808e-15
2486	18.75	8.0	10	3.304673226306026e-12	3.399046550864783e-15
2487	18.75	10.0	10	3.562703431247602e-12	5.159960688371996e-15
2488	19.25	2.0	10	2.570855805966338e-12	6.451523101924137e-15
2489	19.25	4.0	10	2.755191819258659e-12	8.414865079794104e-15
2490	19.25	6.0	10	2.941076852447252e-12	8.966845422887438e-15
2491	19.25	8.0	10	3.164786543974002e-12	2.84252959603619e-15
2492	19.25	10.0	10	3.398275829090108e-12	6.460066618945316e-15
2493	19.75	2.0	10	2.467800345642754e-12	9.848907965862555e-15
2494	19.75	4.0	10	2.634234662729918e-12	8.30314214139424e-15
2495	19.75	6.0	10	2.821408120665708e-12	5.185148528604723e-15
2496	19.75	8.0	10	3.026755775317871e-12	6.684132632773321e-15
2497	19.75	10.0	10	3.250929775968099e-12	8.664509703025932e-15
2498	20.25	2.0	10	2.35638732109659e-12	8.355913642769018e-15
2499	20.25	4.0	10	2.518078012779801e-12	3.67742615280453e-15
2500	20.25	6.0	10	2.690988846871358e-12	8.708288663382366e-15
2501	20.25	8.0	10	2.896336501523521e-12	7.454413990491073e-15
2502	20.25	10.0	10	3.107778378773567e-12	6.188195649810941e-15
2503	20.75	2.0	10	2.260479046511312e-12	5.900205713565817e-15
2504	20.75	4.0	10	2.40738592405214e-12	4.271862548473412e-16
2505	20.75	6.0	10	2.586925399219885e-12	5.907681561836714e-15
2506	20.75	8.0	10	2.76414200595223e-12	4.027633666173125e-15
2507	20.75	10.0	10	2.976212221759688e-12	1.215405643849527e-14
2508	21.25	2.0	10	2.161058690094606e-12	4.128859527087983e-15
2509	21.25	4.0	10	2.306993296393967e-12	7.11708989970696e-15
2510	21.25	6.0	10	2.472372004704679e-12	6.137257295882497e-15
2511	21.25	8.0	10	2.648776401175443e-12	5.008690483496545e-15
2512	21.25	10.0	10	2.847246724964486e-12	2.901925470444144e-15
2513	21.75	2.0	10	2.074317544357457e-12	2.092711479331911e-15
2514	21.75	4.0	10	2.213739917566004e-12	4.198304292374093e-15
2515	21.75	6.0	10	2.366440738015175e-12	2.925428715007389e-15
2516	21.75	8.0	10	2.538977214608316e-12	8.378898751231365e-15
2517	21.75	10.0	10	2.73785893480021e-12	7.120765788364085e-15
2518	22.25	2.0	10	1.988251035808266e-12	5.90280312992365e-15
2519	22.25	4.0	10	2.12230673632751e-12	4.970842209966185e-15
2520	22.25	6.0	10	2.270554951336161e-12	1.500411545864525e-15
2521	22.25	8.0	10	2.433899165538875e-12	8.8682797114258e-15
2522	22.25	10.0	10	2.61710020097381e-12	9.901249636407799e-15
2523	22.75	2.0	10	1.904589410411442e-12	3.925432984750191e-15
2524	22.75	4.0	10	2.033121022897527e-12	8.21012945145294e-15
2525	22.75	6.0	10	2.17751454620871e-12	3.951040479849673e-15
2526	22.75	8.0	10	2.338105976120954e-12	3.763936814004514e-15
2527	22.75	10.0	10	2.505631618070991e-12	2.103046018716059e-15
2528	23.25	2.0	10	1.832335767581179e-12	5.222268402021667e-15
2529	23.25	4.0	10	1.954564152222915e-12	3.006495012205945e-15
2530	23.25	6.0	10	2.09107764861515e-12	2.3939575767136e-15
2531	23.25	8.0	10	2.244134307110518e-12	6.626364317151162e-15
2532	23.25	10.0	10	2.4111466956705e-12	5.229321419190791e-15
2533	23.75	2.0	10	1.75710578421581e-12	8.203743073238226e-15
2534	23.75	4.0	10	1.879447931206888e-12	1.392930929765043e-15
2535	23.75	6.0	10	2.00846766354073e-12	3.138782632022689e-15
2536	23.75	8.0	10	2.157914351671517e-12	6.512641549232601e-15
2537	23.75	10.0	10	2.319952944492831e-12	8.095225478913541e-15
2538	24.25	2.0	10	1.690083886637258e-12	1.762496037095389e-15
2539	24.25	4.0	10	1.803920313788007e-12	5.076514133553167e-15
2540	24.25	6.0	10	1.935651823053836e-12	4.373174472923389e-15
2541	24.25	8.0	10	2.067747107273956e-12	4.588206189351884e-15
2542	24.25	10.0	10	2.227190331148657e-12	5.2222976650878e-15
2543	24.75	2.0	10	1.623245860762875e-12	3.077267846927249e-15
2544	24.75	4.0	10	1.739791419209579e-12	4.019019821144835e-15
2545	24.75	6.0	10	1.862879635561457e-12	6.262566409708757e-15
2546	24.75	8.0	10	1.993829359380065e-12	7.053598919427969e-15
2547	24.75	10.0	10	2.14124287622087e-12	1.948359610784651e-15
2548	25.25	2.0	10	1.56640304781439e-12	4.858276035152897e-15
2549	25.25	4.0	10	1.674654537303262e-12	1.915846668027741e-15
2550	25.25	6.0	10	1.790149778245578e-12	2.350120635869646e-15
2551	25.25	8.0	10	1.914386200634999e-12	2.895012135025684e-15
2552	25.25	10.0	10	2.058597175060029e-12	4.124682331085377e-15
2553	25.75	2.0	10	1.508247999394426e-12	3.589070268978071e-15
2554	25.75	4.0	10	1.61402581919412e-12	2.17342072830148e-15
2555	25.75	6.0	10	1.725769548244186e-12	3.868845076061764e-15
2556	25.75	8.0	10	1.850802307079e-12	6.892674829417048e-15
2557	25.75	10.0	10	1.987139868675159e-12	6.054218062065824e-15
2558	26.25	2.0	10	1.457474275501529e-12	1.453828554835108e-15
2559	26.25	4.0	10	1.55378204112752e-12	6.59685193154723e-15
2560	26.25	6.0	10	1.662958180409299e-12	3.918699025759861e-15
2561	26.25	8.0	10	1.782235358058224e-12	5.56402438349963e-15
2562	26.25	10.0	10	1.914798919855868e-12	8.264412945832337e-15
2563	26.75	2.0	10	1.403082644335956e-12	7.286067380254644e-15
2564	26.75	4.0	10	1.497997482591517e-12	2.657663532273406e-15
2565	26.75	6.0	10	1.602070189969099e-12	3.426860260164447e-15
2566	26.75	8.0	10	1.715247853748077e-12	5.262413253237938e-15
2567	26.75	10.0	10	1.843065144505737e-12	5.164321967255414e-15
2568	27.25	2.0	10	1.355328913972681e-12	2.535667433269961e-15
2569	27.25	4.0	10	1.445993537944109e-12	4.906431227247989e-15
2570	27.25	6.0	10	1.542637299346063e-12	3.759719374072009e-15
2571	27.25	8.0	10	1.655660193417216e-12	2.408611995663014e-15
2572	27.25	10.0	10	1.776793284742032e-12	3.297174432409313e-15
2573	27.75	2.0	10	1.309046157242756e-12	3.369232806920185e-15
2574	27.75	4.0	10	1.39628203691774e-12	4.977301378237082e-15
2575	27.75	6.0	10	1.490200793207552e-12	4.167396325272549e-15
2576	27.75	8.0	10	1.598174490913148e-12	1.968359726471428e-15
2577	27.75	10.0	10	1.722163546333651e-12	4.082445289546193e-15
2578	28.25	2.0	10	1.264539945107786e-12	2.976163762176166e-15
2579	28.25	4.0	10	1.35334336413126e-12	3.925997885620901e-15
2580	28.25	6.0	10	1.443037039679236e-12	3.719927021263075e-15
2581	28.25	8.0	10	1.545593797610936e-12	1.548921425475459e-15
2582	28.25	10.0	10	1.668705824687095e-12	4.241744764330159e-15
2583	28.75	2.0	10	1.22428394725695e-12	3.233202485444425e-15
2584	28.75	4.0	10	1.303488998759207e-12	5.330989208221009e-15
2585	28.75	6.0	10	1.395526707830831e-12	1.327827302495954e-15
2586	28.75	8.0	10	1.496415392244856e-12	4.936223472039221e-15
2587	28.75	10.0	10	1.607529459919493e-12	3.201735200174083e-15
2588	29.25	2.0	10	1.183375800124421e-12	2.743660627127992e-15
2589	29.25	4.0	10	1.262411530920681e-12	1.744496235425249e-15
2590	29.25	6.0	10	1.353561629103835e-12	5.171927931638864e-15
2591	29.25	8.0	10	1.449628641850986e-12	2.909173267240842e-15
2592	29.25	10.0	10	1.556753090390564e-12	3.925388110127719e-15
2593	29.75	2.0	10	1.147248317300282e-12	4.772920979494862e-15
2594	29.75	4.0	10	1.224429457238666e-12	2.095310331953997e-15
2595	29.75	6.0	10	1.308284214065768e-12	2.116581027550492e-15
2596	29.75	8.0	10	1.402164608633128e-12	5.342955905344319e-15
2597	29.75	10.0	10	1.506254512644912e-12	3.005853555069438e-15
2598	30.25	2.0	10	1.112134113076095e-12	2.978189946013821e-15
2599	30.25	4.0	10	1.18433881163978e-12	2.352886851515969e-15
2600	30.25	6.0	10	1.268149915472367e-12	1.295626247841815e-15
2601	30.25	8.0	10	1.362661294233169e-12	2.921277394422715e-15
2602	30.25	10.0	10	1.460258807424374e-12	2.529862623684075e-15
2603	30.75	2.0	10	1.077441887798885e-12	1.385494271293434e-15
2604	30.75	4.0	10	1.150573881791508e-12	2.151254056739781e-15
2605	30.75	6.0	10	1.230682417998423e-12	3.142562384742894e-15
2606	30.75	8.0	10	1.317344194654635e-12	4.244056503251112e-15
2607	30.75	10.0	10	1.417394212446767e-12	4.780126707956417e-15
2608	31.25	2.0	10	1.046614936763268e-12	2.283841888029479e-15
2609	31.25	4.0	10	1.116368453544041e-12	9.297895777367485e-16
2610	31.25	6.0	10	1.19445969227716e-12	3.371572926570001e-15
2611	31.25	8.0	10	1.281409843260774e-12	2.895879168355266e-15
2612	31.25	10.0	10	1.372737199058019e-12	1.01331544016727e-15
2613	31.75	2.0	10	1.015209914254833e-12	1.305189975850594e-15
2614	31.75	4.0	10	1.08375834382339e-12	2.062171039037035e-15
2615	31.75	6.0	10	1.160567771899391e-12	1.09677382988612e-15
2616	31.75	8.0	10	1.244237334204308e-12	2.627843384489953e-15
2617	31.75	10.0	10	1.332997100233267e-12	2.746910521862003e-15
2618	32.25	2.0	10	9.896861406437688e-13	1.763930414337706e-15
2619	32.25	4.0	10	1.053438032087749e-12	2.599529589251414e-15
2620	32.25	6.0	10	1.126260486664721e-12	3.587377099581255e-15
2621	32.25	8.0	10	1.208935289821906e-12	4.267653660429509e-15
2622	32.25	10.0	10	1.299240107293089e-12	2.938484330634441e-15
2623	32.75	2.0	10	9.612892063028147e-13	2.460809405094268e-15
2624	32.75	4.0	10	1.023783097813957e-12	3.18758741106705e-15
2625	32.75	6.0	10	1.09548909398576e-12	1.685495105915092e-15
2626	32.75	8.0	10	1.175322484045428e-12	1.952531370992018e-15
2627	32.75	10.0	10	1.261654879015756e-12	2.423380942621286e-15
2628	33.25	2.0	10	9.33725647311691e-13	2.351105257759698e-15
2629	33.25	4.0	10	9.991786827237372e-13	1.372969550536221e-15
2630	33.25	6.0	10	1.069068449760117e-12	1.97970606627735e-15
2631	33.25	8.0	10	1.141082662529555e-12	2.480692114263011e-15
2632	33.25	10.0	10	1.227241768339838e-12	3.114664651016043e-15
2633	33.75	2.0	10	9.10572363584588e-13	3.121992511008363e-15
2634	33.75	4.0	10	9.714246379383665e-13	2.884570017897509e-15
2635	33.75	6.0	10	1.037763961420867e-12	1.313930570712253e-15
2636	33.75	8.0	10	1.112320630416294e-12	3.571534171597072e-15
2637	33.75	10.0	10	1.195871139099808e-12	3.438250440958756e-15
2638	34.25	2.0	10	8.858171472405898e-13	1.076172415810472e-15
2639	34.25	4.0	10	9.470715582711116e-13	2.790684973812125e-15
2640	34.25	6.0	10	1.01135654537538e-12	3.484669581018662e-15
2641	34.25	8.0	10	1.085759767480998e-12	2.504750469202742e-15
2642	34.25	10.0	10	1.160980491120259e-12	9.664396526806932e-16
2643	34.75	2.0	10	8.655132135190963e-13	1.603248886293682e-15
2644	34.75	4.0	10	9.209287058287454e-13	4.933005770667933e-17
2645	34.75	6.0	10	9.858790703948627e-13	2.272745075033155e-15
2646	34.75	8.0	10	1.057645916195383e-12	4.514874329589249e-16
2647	34.75	10.0	10	1.134439470455196e-12	2.817377133245673e-15
2648	35.25	2.0	10	8.427461926525497e-13	1.620978411210522e-15
2649	35.25	4.0	10	8.988733610545935e-13	3.179511542839609e-15
2650	35.25	6.0	10	9.620776058401143e-13	2.801602393093053e-15
2651	35.25	8.0	10	1.029135219505087e-12	2.16780506199386e-15
2652	35.25	10.0	10	1.105346733838035e-12	1.47266662748209e-15
2653	35.75	2.0	10	8.223919918464631e-13	1.559213624802761e-15
2654	35.75	4.0	10	8.775892191835379e-13	2.649171765809722e-15
2655	35.75	6.0	10	9.40392650110331e-13	2.681964729267288e-15
2656	35.75	8.0	10	1.007652654931692e-12	6.923062163293141e-16
2657	35.75	10.0	10	1.082350865454789e-12	8.699061545709109e-16
2658	36.25	2.0	10	8.035497720322112e-13	3.400836229670883e-15
2659	36.25	4.0	10	8.565127597409321e-13	2.326974381249297e-15
2660	36.25	6.0	10	9.164350930297416e-13	2.842871025654329e-15
2661	36.25	8.0	10	9.801697878395194e-13	2.338268842323884e-15
2662	36.25	10.0	10	1.053893081485117e-12	2.529447122313575e-15
2663	36.75	2.0	10	7.838172956934582e-13	1.498199492178614e-15
2664	36.75	4.0	10	8.389867438522055e-13	2.764315356275421e-15
2665	36.75	6.0	10	8.951244947983739e-13	2.686865369920848e-15
2666	36.75	8.0	10	9.588195050676837e-13	3.613527875953318e-15
2667	36.75	10.0	10	1.029389200564083e-12	2.758495216034467e-15
2668	37.25	2.0	10	7.663931367919329e-13	1.609109386399117e-15
2669	37.25	4.0	10	8.187727617557729e-13	2.847561121839496e-15
2670	37.25	6.0	10	8.737675979364603e-13	2.853961193825442e-15
2671	37.25	8.0	10	9.388356933059662e-13	2.283922080747782e-15
2672	37.25	10.0	10	1.009470206885131e-12	4.734424875951631e-15
2673	37.75	2.0	10	7.505193206046945e-13	1.135320073393869e-15
2674	37.75	4.0	10	8.024505102612449e-13	1.638703341367718e-15
2675	37.75	6.0	10	8.574175672636047e-13	2.080357780569654e-15
2676	37.75	8.0	10	9.193624892982713e-13	2.212010679674419e-15
2677	37.75	10.0	10	9.885445486963031e-13	1.018625990020683e-15
2678	38.25	2.0	10	7.359220238025131e-13	9.539306556350575e-16
2679	38.25	4.0	10	7.83924443952722e-13	2.458923830318353e-16
2680	38.25	6.0	10	8.390872780213911e-13	1.949374812964816e-15
2681	38.25	8.0	10	8.99514927792161e-13	2.048546462376816e-15
2682	38.25	10.0	10	9.65822503642287e-13	3.694791823481823e-15
2683	38.75	2.0	10	7.191619195448205e-13	1.036903708155872e-15
2684	38.75	4.0	10	7.676696561769899e-13	3.186755816159129e-15
2685	38.75	6.0	10	8.21722645930568e-13	1.833318872124657e-15
2686	38.75	8.0	10	8.793961885928519e-13	1.44403264301933e-15
2687	38.75	10.0	10	9.460318233108475e-13	2.640173326260565e-15
2688	39.25	2.0	10	7.056070033389346e-13	1.928797496574466e-15
2689	39.25	4.0	10	7.546742919917041e-13	1.639562358961595e-15
2690	39.25	6.0	10	8.059030652819693e-13	1.02987421535706e-15
2691	39.25	8.0	10	8.611942126981519e-13	1.510733077593765e-15
2692	39.25	10.0	10	9.268205372702423e-13	1.238552372303153e-15
2693	39.75	2.0	10	6.928523920324885e-13	4.051078429572864e-16
2694	39.75	4.0	10	7.37408871252051e-13	1.007468714623267e-15
2695	39.75	6.0	10	7.898480230265932e-13	1.094218132693474e-15
2696	39.75	8.0	10	8.45588928568081e-13	3.259152644867271e-15
2697	39.75	10.0	10	9.080934026233477e-13	2.177026786319385e-15
2698	40.25	2.0	10	6.788794653336718e-13	6.585791785852137e-16
2699	40.25	4.0	10	7.25614625824933e-13	2.52481988455205e-15
2700	40.25	6.0	10	7.763711530836279e-13	1.3326820899788e-15
2701	40.25	8.0	10	8.309082942309166e-13	2.217547543929313e-15
2702	40.25	10.0	10	8.916335780551972e-13	2.166659614743549e-15
