	Energy (keV)	Breast Thickness (cm)	Compression-Distance(cm)	Kerma(mGy/hist)	Error(mGy/Hist)
3792	16.75	2.0	40	3.163205776445357e-12	1.005417751017211e-14
3793	16.75	3.0	40	3.260311201334756e-12	6.805318331086962e-15
3794	16.75	5.0	40	3.502024446053867e-12	1.483382265355095e-14
3795	16.75	7.0	40	3.746990500273345e-12	5.644400248215361e-15
3796	16.75	9.0	40	4.031711204315747e-12	8.841208429148458e-15
3797	16.75	11.0	40	4.358312326732147e-12	1.049090598805613e-14
3798	17.25	2.0	40	3.023854835409654e-12	5.666178108932068e-15
3799	17.25	3.0	40	3.126071629111344e-12	7.42582781101532e-15
3800	17.25	5.0	40	3.341951560803739e-12	1.43595160863718e-14
3801	17.25	7.0	40	3.592243280354037e-12	1.091428930284142e-14
3802	17.25	9.0	40	3.856112404016485e-12	1.185703548277162e-14
3803	17.25	11.0	40	4.165073748194816e-12	7.139827943002055e-15
3804	17.75	2.0	40	2.891870667902844e-12	9.710748578801214e-15
3805	17.75	3.0	40	2.986005043529199e-12	1.042141208132551e-14
3806	17.75	5.0	40	3.200746028910161e-12	1.498544392053712e-14
3807	17.75	7.0	40	3.426860603589278e-12	6.651199841062759e-15
3808	17.75	9.0	40	3.690818356058771e-12	6.24225174446428e-15
3809	17.75	11.0	40	3.977614561567655e-12	2.039133434850015e-14
3810	18.25	2.0	40	2.768253324344725e-12	9.059175447688846e-15
3811	18.25	3.0	40	2.856207494202181e-12	2.483818769491178e-15
3812	18.25	5.0	40	3.058073491837277e-12	9.23855331842094e-15
3813	18.25	7.0	40	3.277599109980675e-12	4.182504290259284e-15
3814	18.25	9.0	40	3.527582612933337e-12	6.686417156483414e-15
3815	18.25	11.0	40	3.78866455903691e-12	3.029629474931165e-15
3816	18.75	2.0	40	2.643772180622417e-12	4.836038132753697e-15
3817	18.75	3.0	40	2.733823017034605e-12	8.271778107428906e-15
3818	18.75	5.0	40	2.928131755346559e-12	5.332958288623321e-15
3819	18.75	7.0	40	3.133737359511764e-12	5.28915777681102e-15
3820	18.75	9.0	40	3.364002937123844e-12	2.499738272761327e-15
3821	18.75	11.0	40	3.629427694772642e-12	4.138068795894643e-15
3822	19.25	2.0	40	2.527206779905478e-12	4.384190639460185e-15
3823	19.25	3.0	40	2.616872676275126e-12	9.651296680354506e-15
3824	19.25	5.0	40	2.79574412834499e-12	7.743828033281402e-15
3825	19.25	7.0	40	2.998491122778478e-12	4.119049127260659e-15
3826	19.25	9.0	40	3.219862072053642e-12	5.949801725861864e-15
3827	19.25	11.0	40	3.471320517093701e-12	7.246782317583165e-15
3828	19.75	2.0	40	2.415555648116505e-12	2.111051779726153e-15
3829	19.75	3.0	40	2.502848408966161e-12	8.292354110227169e-15
3830	19.75	5.0	40	2.681181474103676e-12	4.934209551517141e-15
3831	19.75	7.0	40	2.864398383354796e-12	4.176940131040035e-15
3832	19.75	9.0	40	3.083869765959555e-12	1.283306238992939e-14
3833	19.75	11.0	40	3.325694127391976e-12	2.036722813261678e-15
3834	20.25	2.0	40	2.315414355881297e-12	8.700658156423418e-15
3835	20.25	3.0	40	2.389252734694252e-12	5.907791549257233e-15
3836	20.25	5.0	40	2.55849274879251e-12	6.693743410648773e-15
3837	20.25	7.0	40	2.743986227848484e-12	8.212543322351817e-15
3838	20.25	9.0	40	2.953217676194458e-12	5.913523068760868e-15
3839	20.25	11.0	40	3.180079643052391e-12	7.584751816271421e-15
3840	20.75	2.0	40	2.22397323773471e-12	5.621508424870193e-15
3841	20.75	3.0	40	2.293963538940275e-12	6.232620447732075e-15
3842	20.75	5.0	40	2.447656472901149e-12	1.865288480490436e-15
3843	20.75	7.0	40	2.622784349986857e-12	9.599278890325016e-15
3844	20.75	9.0	40	2.821197792601227e-12	5.698003964183458e-15
3845	20.75	11.0	40	3.040878180452451e-12	4.746789127720242e-15
3846	21.25	2.0	40	2.125325407039117e-12	3.358348813807913e-15
3847	21.25	3.0	40	2.193734940716036e-12	6.290707584688533e-15
3848	21.25	5.0	40	2.348933241578666e-12	3.133937256317231e-15
3849	21.25	7.0	40	2.519828101014444e-12	7.314376176344338e-15
3850	21.25	9.0	40	2.696946819213634e-12	8.693235661884918e-15
3851	21.25	11.0	40	2.903080227767065e-12	6.416342477378171e-15
3852	21.75	2.0	40	2.036521988015643e-12	4.882987718083436e-15
3853	21.75	3.0	40	2.103419540700727e-12	3.252953040080465e-15
3854	21.75	5.0	40	2.249126622301405e-12	4.457375667163384e-15
3855	21.75	7.0	40	2.404340796980222e-12	1.383378432082242e-15
3856	21.75	9.0	40	2.590778768099337e-12	1.208279904470504e-14
3857	21.75	11.0	40	2.793402740457373e-12	5.788902329451363e-15
3858	22.25	2.0	40	1.953225460391124e-12	2.793614599518736e-15
3859	22.25	3.0	40	2.018175824957242e-12	3.932809521537559e-15
3860	22.25	5.0	40	2.155611325506352e-12	4.664435646572653e-15
3861	22.25	7.0	40	2.311650938626905e-12	4.008931617535923e-15
3862	22.25	9.0	40	2.480713695111073e-12	9.308896482134976e-15
3863	22.25	11.0	40	2.67404354809148e-12	3.630322635961938e-15
3864	22.75	2.0	40	1.873228040897521e-12	4.241476061197462e-15
3865	22.75	3.0	40	1.937280212031044e-12	2.284920933689947e-15
3866	22.75	5.0	40	2.065620015904866e-12	3.336376763481221e-15
3867	22.75	7.0	40	2.215995322282607e-12	4.384092719285205e-15
3868	22.75	9.0	40	2.386715569740325e-12	4.418195273808347e-15
3869	22.75	11.0	40	2.563428182808725e-12	3.249353759427942e-15
3870	23.25	2.0	40	1.797905460271059e-12	1.590001575883771e-15
3871	23.25	3.0	40	1.85842306166689e-12	3.252287378397775e-15
3872	23.25	5.0	40	1.984187338864333e-12	3.738044355193988e-15
3873	23.25	7.0	40	2.132770226830931e-12	6.31028415243095e-15
3874	23.25	9.0	40	2.284228921163451e-12	9.14949786211395e-15
3875	23.25	11.0	40	2.464573992502698e-12	8.000929435362221e-15
3876	23.75	2.0	40	1.727723350453231e-12	4.038596981056863e-15
3877	23.75	3.0	40	1.786910196925365e-12	8.610427485380542e-15
3878	23.75	5.0	40	1.912526318505061e-12	3.320422186562916e-15
3879	23.75	7.0	40	2.045009188403753e-12	4.790239720101505e-15
3880	23.75	9.0	40	2.201162563873648e-12	8.155333311916674e-15
3881	23.75	11.0	40	2.367533385696063e-12	4.966621782604514e-15
3882	24.25	2.0	40	1.661103589551423e-12	4.279755766068488e-15
3883	24.25	3.0	40	1.72086718467836e-12	3.074341388106959e-15
3884	24.25	5.0	40	1.83860857061117e-12	2.482602976560731e-15
3885	24.25	7.0	40	1.969185259749377e-12	6.617894995574268e-15
3886	24.25	9.0	40	2.112978223681477e-12	6.483686765786336e-15
3887	24.25	11.0	40	2.276329051974269e-12	4.174286061503639e-15
3888	24.75	2.0	40	1.601038391916928e-12	2.053999754653639e-15
3889	24.75	3.0	40	1.655369173453783e-12	2.438302525169679e-15
3890	24.75	5.0	40	1.765462025620375e-12	1.144550785976574e-15
3891	24.75	7.0	40	1.890258000030397e-12	6.856710610640387e-15
3892	24.75	9.0	40	2.033107794717371e-12	4.119016557727558e-15
3893	24.75	11.0	40	2.189098463571347e-12	6.043771423862861e-15
3894	25.25	2.0	40	1.54019802292529e-12	4.583158780100691e-15
3895	25.25	3.0	40	1.59059209804771e-12	1.322446692564146e-15
3896	25.25	5.0	40	1.699712678972834e-12	5.093423121540778e-15
3897	25.25	7.0	40	1.821905347528148e-12	4.266579804799562e-15
3898	25.25	9.0	40	1.957926755618579e-12	3.108256429298126e-15
3899	25.25	11.0	40	2.10872007248925e-12	5.753873369337361e-15
3900	25.75	2.0	40	1.4853725074506e-12	3.675687358428792e-15
3901	25.75	3.0	40	1.530175030821065e-12	3.95491940931435e-15
3902	25.75	5.0	40	1.642078820851018e-12	3.304102841194441e-15
3903	25.75	7.0	40	1.757480141714225e-12	2.943155636439169e-15
3904	25.75	9.0	40	1.88400503927064e-12	8.837005203306157e-16
3905	25.75	11.0	40	2.02765646167507e-12	3.027123675157758e-15
3906	26.25	2.0	40	1.427287568385463e-12	6.694356837307595e-15
3907	26.25	3.0	40	1.479279607670732e-12	3.044869622951186e-15
3908	26.25	5.0	40	1.578971141780636e-12	4.182226481260267e-15
3909	26.25	7.0	40	1.691664654165904e-12	5.879909661906472e-15
3910	26.25	9.0	40	1.818165740998038e-12	7.58688831403067e-15
3911	26.25	11.0	40	1.951770360573961e-12	3.206088820897478e-15
3912	26.75	2.0	40	1.382556477187842e-12	5.271868666227369e-15
3913	26.75	3.0	40	1.426365564228588e-12	3.340796212907453e-15
3914	26.75	5.0	40	1.524258065837272e-12	3.458010924213365e-15
3915	26.75	7.0	40	1.629475010798351e-12	7.014400742304047e-15
3916	26.75	9.0	40	1.753110873808688e-12	5.508905232734505e-15
3917	26.75	11.0	40	1.883761640755769e-12	4.964439023755429e-15
3918	27.25	2.0	40	1.33333309600923e-12	7.392664393843538e-15
3919	27.25	3.0	40	1.375897411297295e-12	4.104832546547245e-15
3920	27.25	5.0	40	1.469959031932792e-12	3.121827722418697e-15
3921	27.25	7.0	40	1.573776435433362e-12	7.405275140747831e-15
3922	27.25	9.0	40	1.687907851001591e-12	2.276413638818988e-15
3923	27.25	11.0	40	1.818075789372977e-12	3.513311679074209e-15
3924	27.75	2.0	40	1.289894398012853e-12	2.466771040869405e-15
3925	27.75	3.0	40	1.331508929965714e-12	1.965081373191763e-15
3926	27.75	5.0	40	1.420117894740894e-12	2.787666483607494e-15
3927	27.75	7.0	40	1.524595384431251e-12	1.928061901679668e-15
3928	27.75	9.0	40	1.629656236866488e-12	5.44161735252381e-15
3929	27.75	11.0	40	1.758347910332461e-12	4.275077142226856e-15
3930	28.25	2.0	40	1.242668472037803e-12	2.434347458852784e-15
3931	28.25	3.0	40	1.287477609498345e-12	5.410231889061746e-15
3932	28.25	5.0	40	1.371427609222572e-12	2.931579215003357e-15
3933	28.25	7.0	40	1.473254171609659e-12	4.626026552647803e-15
3934	28.25	9.0	40	1.575873101988093e-12	4.638899791067577e-15
3935	28.25	11.0	40	1.699732521243068e-12	4.387210988124305e-15
3936	28.75	2.0	40	1.206116364630656e-12	8.090687771873146e-16
3937	28.75	3.0	40	1.243276968324981e-12	4.472527329527057e-15
3938	28.75	5.0	40	1.328483645164029e-12	3.113068329051609e-15
3939	28.75	7.0	40	1.425155185744311e-12	2.225055400684175e-15
3940	28.75	9.0	40	1.530749133839837e-12	3.835380297270571e-15
3941	28.75	11.0	40	1.644717842792146e-12	1.345794248348532e-15
3942	29.25	2.0	40	1.164550776944371e-12	3.906287348857801e-15
3943	29.25	3.0	40	1.200710007400885e-12	9.895421487615417e-16
3944	29.25	5.0	40	1.286727571683499e-12	4.501850372853508e-15
3945	29.25	7.0	40	1.378588023141032e-12	3.152230644818767e-15
3946	29.25	9.0	40	1.477242467926703e-12	5.113490677722999e-15
3947	29.25	11.0	40	1.594225879136572e-12	5.408077827745041e-15
3948	29.75	2.0	40	1.129538429707386e-12	3.529705496485478e-15
3949	29.75	3.0	40	1.167476850394886e-12	2.378464558527968e-15
3950	29.75	5.0	40	1.247728250947485e-12	2.560918738094181e-15
3951	29.75	7.0	40	1.335181072777028e-12	3.446321843943156e-15
3952	29.75	9.0	40	1.428676527301847e-12	3.628401804690307e-15
3953	29.75	11.0	40	1.540060449851668e-12	3.470873826301436e-15
3954	30.25	2.0	40	1.09510679957925e-12	2.833795656871584e-15
3955	30.25	3.0	40	1.130269948070015e-12	3.256287905348797e-15
3956	30.25	5.0	40	1.207400820923806e-12	3.830611466942394e-15
3957	30.25	7.0	40	1.295716120099522e-12	4.28198514170128e-15
3958	30.25	9.0	40	1.386976012177971e-12	3.624595710156174e-15
3959	30.25	11.0	40	1.494175861344439e-12	4.042942762560165e-15
3960	30.75	2.0	40	1.061656700418692e-12	1.466977545784871e-15
3961	30.75	3.0	40	1.097690263163723e-12	6.097273714331818e-15
3962	30.75	5.0	40	1.169339378160855e-12	4.131716705866701e-15
3963	30.75	7.0	40	1.253772206460776e-12	2.854349073998404e-15
3964	30.75	9.0	40	1.347790174101758e-12	1.800409261410588e-15
3965	30.75	11.0	40	1.450407781662177e-12	2.477951818867286e-15
3966	31.25	2.0	40	1.030047963935854e-12	3.495696885306238e-15
3967	31.25	3.0	40	1.06377850051572e-12	2.891982328779293e-15
3968	31.25	5.0	40	1.135350892067946e-12	2.542915477204099e-15
3969	31.25	7.0	40	1.217323278858846e-12	4.138023971884419e-15
3970	31.25	9.0	40	1.307077804035538e-12	1.879285116165758e-15
3971	31.25	11.0	40	1.406733622059021e-12	8.449414863357174e-16
3972	31.75	2.0	40	1.001267412370375e-12	2.478677181474641e-15
3973	31.75	3.0	40	1.034013772346632e-12	2.070361347977299e-15
3974	31.75	5.0	40	1.105362607654222e-12	1.443091996645091e-15
3975	31.75	7.0	40	1.181756670873322e-12	4.341340401388273e-15
3976	31.75	9.0	40	1.269357648320613e-12	3.387131948224708e-15
3977	31.75	11.0	40	1.363451016588484e-12	4.139374399318526e-15
3978	32.25	2.0	40	9.713995043960701e-13	1.809028965264767e-15
3979	32.25	3.0	40	1.004426301791635e-12	2.458010874910767e-15
3980	32.25	5.0	40	1.07481080276585e-12	1.488124213176794e-15
3981	32.25	7.0	40	1.151145339174249e-12	1.753919014443582e-15
3982	32.25	9.0	40	1.231734058320827e-12	1.309430374948155e-15
3983	32.25	11.0	40	1.325167340398912e-12	4.140212170074519e-15
3984	32.75	2.0	40	9.46350622452608e-13	2.266832558556256e-15
3985	32.75	3.0	40	9.744975441886129e-13	1.181328086091124e-15
3986	32.75	5.0	40	1.04278141015405e-12	1.528755700261293e-15
3987	32.75	7.0	40	1.119025994937387e-12	1.893464167222313e-15
3988	32.75	9.0	40	1.1988884869934e-12	4.101780314872853e-15
3989	32.75	11.0	40	1.291295262291376e-12	2.57760631403066e-15
3990	33.25	2.0	40	9.192024283183834e-13	3.02639330942707e-15
3991	33.25	3.0	40	9.496536990375691e-13	5.057039906219794e-15
3992	33.25	5.0	40	1.014802486306027e-12	1.350487710431567e-15
3993	33.25	7.0	40	1.086954272149088e-12	7.207921955138335e-16
3994	33.25	9.0	40	1.167251971332233e-12	2.000980191951268e-15
3995	33.25	11.0	40	1.256314662686765e-12	4.900356916845372e-15
3996	33.75	2.0	40	8.941310584686561e-13	1.994093058624317e-15
3997	33.75	3.0	40	9.252463838316744e-13	3.840730674251838e-15
3998	33.75	5.0	40	9.89379246864149e-13	2.925731762378684e-15
3999	33.75	7.0	40	1.057693537643945e-12	2.706711938981777e-15
4000	33.75	9.0	40	1.135378671246274e-12	5.086437157718543e-15
4001	33.75	11.0	40	1.224207223812045e-12	3.484787753044321e-15
4002	34.25	2.0	40	8.720161868838016e-13	2.411130652009163e-15
4003	34.25	3.0	40	9.021989255458198e-13	2.803881628899955e-15
4004	34.25	5.0	40	9.622747057244392e-13	3.886953174802877e-15
4005	34.25	7.0	40	1.02905320478812e-12	2.641008735603854e-15
4006	34.25	9.0	40	1.106600765316827e-12	5.639968190274251e-15
4007	34.25	11.0	40	1.191435730293491e-12	3.244140996291567e-15
4008	34.75	2.0	40	8.495388631626722e-13	1.578020063019368e-15
4009	34.75	3.0	40	8.789464304675469e-13	2.13892433087434e-15
4010	34.75	5.0	40	9.383647700924115e-13	2.194970339567258e-15
4011	34.75	7.0	40	1.006001778048218e-12	1.554886159457292e-15
4012	34.75	9.0	40	1.077952495552908e-12	2.87197124672343e-15
4013	34.75	11.0	40	1.162967363779694e-12	4.09709292475417e-16
4014	35.25	2.0	40	8.296344204818907e-13	1.832904585420645e-15
4015	35.25	3.0	40	8.57773405309802e-13	5.842324768009344e-16
4016	35.25	5.0	40	9.162221193292293e-13	1.733580809768961e-15
4017	35.25	7.0	40	9.782675755330818e-13	1.144068586750136e-15
4018	35.25	9.0	40	1.053403638819344e-12	2.55663685847835e-15
4019	35.25	11.0	40	1.131857329688738e-12	2.800589127966745e-15
4020	35.75	2.0	40	8.127155780623257e-13	1.748878149375422e-15
4021	35.75	3.0	40	8.355751961899647e-13	2.439891840891673e-15
4022	35.75	5.0	40	8.945027703310405e-13	3.494092351099895e-15
4023	35.75	7.0	40	9.553537218668033e-13	3.376305310473791e-15
4024	35.75	9.0	40	1.026230311142823e-12	2.257463519667793e-15
4025	35.75	11.0	40	1.106102062924944e-12	1.368619167673649e-15
4026	36.25	2.0	40	7.909565445236686e-13	1.265343484114084e-15
4027	36.25	3.0	40	8.188547764727404e-13	2.096445238795701e-15
4028	36.25	5.0	40	8.727768072427735e-13	1.674777465018611e-15
4029	36.25	7.0	40	9.364929826003329e-13	3.370473504592367e-15
4030	36.25	9.0	40	1.000853370331491e-12	1.610160982334619e-15
4031	36.25	11.0	40	1.080098106374216e-12	1.419517074726138e-15
4032	36.75	2.0	40	7.719873341799188e-13	2.221344556958674e-15
4033	36.75	3.0	40	7.985799447475899e-13	2.007743185573988e-15
4034	36.75	5.0	40	8.521501059254728e-13	1.306136155894268e-15
4035	36.75	7.0	40	9.123846242659645e-13	2.29634298677826e-15
4036	36.75	9.0	40	9.826897561592436e-13	1.500558485542619e-15
4037	36.75	11.0	40	1.055864080328366e-12	2.58809877192378e-15
4038	37.25	2.0	40	7.577921740544808e-13	1.22836931262276e-15
4039	37.25	3.0	40	7.824733125896054e-13	2.402466716158772e-15
4040	37.25	5.0	40	8.332179344861597e-13	7.416389949738101e-16
4041	37.25	7.0	40	8.91600507604807e-13	4.1974097471999e-15
4042	37.25	9.0	40	9.593089477334567e-13	2.614539461974715e-15
4043	37.25	11.0	40	1.032197543211209e-12	2.884160720311786e-15
4044	37.75	2.0	40	7.40426219145642e-13	8.88949454179395e-16
4045	37.75	3.0	40	7.631006427510964e-13	2.136998754661546e-15
4046	37.75	5.0	40	8.173375042088433e-13	1.516144123874203e-15
4047	37.75	7.0	40	8.726498167132756e-13	1.764877866006581e-15
4048	37.75	9.0	40	9.384996975300029e-13	1.782221606266873e-15
4049	37.75	11.0	40	1.009544284694004e-12	2.43423963408914e-15
4050	38.25	2.0	40	7.257601358066493e-13	2.40400208245566e-15
4051	38.25	3.0	40	7.480205173732199e-13	8.0521704823043e-16
4052	38.25	5.0	40	8.010231896224091e-13	9.12570594646963e-16
4053	38.25	7.0	40	8.559545305383476e-13	1.396824838120689e-15
4054	38.25	9.0	40	9.195053536439565e-13	1.209750163348186e-15
4055	38.25	11.0	40	9.883646454461812e-13	2.972139435736242e-15
4056	38.75	2.0	40	7.088108685727254e-13	1.147628810552304e-15
4057	38.75	3.0	40	7.325289955924909e-13	8.272003187500756e-16
4058	38.75	5.0	40	7.81834391488069e-13	1.591230028647365e-15
4059	38.75	7.0	40	8.391904578266083e-13	5.256766283370189e-16
4060	38.75	9.0	40	8.999554261913569e-13	2.722433607760527e-15
4061	38.75	11.0	40	9.675831744210548e-13	2.753329742594703e-15
4062	39.25	2.0	40	6.970153003275919e-13	9.285579455988514e-16
4063	39.25	3.0	40	7.180600121378231e-13	2.065406553291958e-15
4064	39.25	5.0	40	7.667741083804266e-13	4.375023492615871e-15
4065	39.25	7.0	40	8.230838256686236e-13	1.645412629330389e-15
4066	39.25	9.0	40	8.805298436322238e-13	1.527491514803276e-15
4067	39.25	11.0	40	9.491880670960768e-13	2.387141816555928e-15
4068	39.75	2.0	40	6.824008068912076e-13	2.674392580953256e-15
4069	39.75	3.0	40	7.032775208134574e-13	1.740892168824459e-15
4070	39.75	5.0	40	7.534824329596456e-13	1.597432611131449e-15
4071	39.75	7.0	40	8.044995553674144e-13	1.98089366169454e-15
4072	39.75	9.0	40	8.652579096420848e-13	3.8453886659268e-15
4073	39.75	11.0	40	9.305799860705865e-13	2.059709351306413e-15
4074	40.25	2.0	40	6.676222840208886e-13	8.895988036397239e-16
4075	40.25	3.0	40	6.909078495495517e-13	1.715204831418845e-15
4076	40.25	5.0	40	7.371787009173362e-13	2.261003644829941e-15
4077	40.25	7.0	40	7.896310808720342e-13	6.004816754950591e-16
4078	40.25	9.0	40	8.478826950071368e-13	3.239473019091705e-16
4079	40.25	11.0	40	9.122999639129659e-13	2.214050163608744e-15
4080	40.75	2.0	40	6.578876662440647e-13	6.40826714583747e-16
4081	40.75	3.0	40	6.784839427470066e-13	1.669265656002279e-15
4082	40.75	5.0	40	7.262469328363914e-13	1.746784403566356e-15
4083	40.75	7.0	40	7.755787850922815e-13	1.268699488315351e-15
4084	40.75	9.0	40	8.335102772676081e-13	2.880936077167388e-15
4085	40.75	11.0	40	8.944789596067596e-13	1.891573641927872e-15
4086	41.25	2.0	40	6.456119150592669e-13	2.52616544532e-15
4087	41.25	3.0	40	6.665640296084061e-13	2.232930916172973e-15
4088	41.25	5.0	40	7.133838504526658e-13	1.365068718164198e-15
4089	41.25	7.0	40	7.617884072796181e-13	1.504356044086441e-15
4090	41.25	9.0	40	8.188084778421941e-13	2.159102684377384e-15
4091	41.25	11.0	40	8.801052190492152e-13	2.433189410698394e-15
4092	41.75	2.0	40	6.334988704903885e-13	2.75055697416099e-15
4093	41.75	3.0	40	6.536718452283373e-13	2.273779621285687e-15
4094	41.75	5.0	40	6.997733758901244e-13	2.693822238725331e-15
4095	41.75	7.0	40	7.483300567888712e-13	3.308847460593199e-15
4096	41.75	9.0	40	8.034955364935714e-13	2.329085496003488e-15
4097	41.75	11.0	40	8.652288076457417e-13	2.251136238010359e-15
4098	42.25	2.0	40	6.23372698580946e-13	1.416562902096923e-15
4099	42.25	3.0	40	6.445854082791588e-13	3.478917826869411e-15
4100	42.25	5.0	40	6.869261673225861e-13	2.833661040313949e-15
4101	42.25	7.0	40	7.35421998592615e-13	6.892529275401785e-16
4102	42.25	9.0	40	7.91472443549754e-13	1.355360311383761e-15
4103	42.25	11.0	40	8.501579419939743e-13	3.379043445148199e-15
4104	42.75	2.0	40	6.139806906701633e-13	1.123831807209323e-15
4105	42.75	3.0	40	6.332316612512366e-13	2.319257258068009e-15
4106	42.75	5.0	40	6.76952119484938e-13	5.080447873904645e-16
4107	42.75	7.0	40	7.247759592030405e-13	2.054378541026228e-15
4108	42.75	9.0	40	7.77033884909445e-13	1.399345566374021e-15
4109	42.75	11.0	40	8.371427355384544e-13	1.041408733730508e-15
4110	43.25	2.0	40	6.025753537396324e-13	1.146786839463721e-15
4111	43.25	3.0	40	6.23796000345939e-13	1.273204380179107e-15
4112	43.25	5.0	40	6.674516404968758e-13	1.443273062141114e-15
4113	43.25	7.0	40	7.139010722967667e-13	1.170487904868159e-15
4114	43.25	9.0	40	7.649949181494403e-13	3.32697575891965e-15
4115	43.25	11.0	40	8.228880486023144e-13	3.575428074170465e-16
4116	43.75	2.0	40	5.941119640758031e-13	2.328121626025494e-15
4117	43.75	3.0	40	6.147743814795253e-13	7.198269539493031e-16
4118	43.75	5.0	40	6.554669092755108e-13	2.558288547031556e-15
4119	43.75	7.0	40	7.029970833941495e-13	1.601752189358666e-15
4120	43.75	9.0	40	7.519215077012337e-13	1.089102671280235e-15
4121	43.75	11.0	40	8.107935234856543e-13	1.28410044986198e-15
